pdes,dv,H,a,e,i
2002 AZ1,7.648,1.275,1.214,22.0,2.114
2008 MB5,7.649,1.275,1.214,19.2,1.428
2009 ND1,7.650,1.275,1.214,16.8,2.745
2012 WC25,7.650,1.275,1.214,22.6,2.597
2002 UL11,7.650,1.275,1.214,21.1,2.808
2007 SP6,7.651,1.275,1.214,18.1,2.561
2002 JS100,7.652,1.275,1.215,16.5,2.386
1963 UA,7.653,1.275,1.215,15.8,2.646
2010 XV58,7.653,1.276,1.215,25.3,1.295
2008 JP14,7.653,1.276,1.215,19.3,1.855
2006 SS19,7.654,1.276,1.215,18.8,2.798
2012 DJ14,7.655,1.276,1.215,25.7,2.827
2013 BG18,7.655,1.276,1.215,20.0,1.743
2002 NP1,7.656,1.276,1.215,17.6,1.248
2007 VE3,7.656,1.276,1.215,23.1,2.292
2010 VL1,7.657,1.276,1.215,20.4,2.762
2004 UE,7.658,1.276,1.215,21.0,2.616
2001 YN2,7.659,1.277,1.216,25.4,2.511
2012 SW20,7.659,1.277,1.216,19.7,2.455
2000 WH10,7.659,1.277,1.216,22.5,2.536
2012 SA59,7.661,1.277,1.216,19.0,2.683
2013 CM129,7.662,1.277,1.216,19.1,2.350
2005 WF,7.664,1.277,1.216,23.7,1.779
2008 SO1,7.664,1.277,1.217,19.8,2.875
2003 TM1,7.665,1.278,1.217,22.1,1.362
1999 UM3,7.665,1.278,1.217,16.3,2.373
2009 FD,7.666,1.278,1.217,22.1,1.163
1999 SE10,7.666,1.278,1.217,20.0,3.213
2008 VN,7.666,1.278,1.217,16.8,3.049
2010 RE31,7.666,1.278,1.217,25.9,0.968
2003 YD45,7.667,1.278,1.217,21.0,2.491
2004 GZ14,7.667,1.278,1.217,23.9,1.385
2007 CC19,7.667,1.278,1.217,27.0,1.675
2008 TD,7.669,1.278,1.217,25.4,0.896
2004 QT24,7.670,1.278,1.217,18.3,1.133
2007 HF15,7.671,1.278,1.218,20.8,2.858
2007 RQ133,7.672,1.279,1.218,18.7,2.771
1998 HN3,7.673,1.279,1.218,18.3,3.110
1999 SM5,7.674,1.279,1.218,19.1,2.297
1998 HL1,7.675,1.279,1.218,18.9,1.246
2010 PM9,7.676,1.279,1.218,20.1,2.241
2008 HK,7.677,1.279,1.219,22.2,2.405
2011 WV74,7.678,1.280,1.219,27.6,2.061
2004 SA20,7.679,1.280,1.219,22.8,2.412
2013 AK11,7.679,1.280,1.219,23.5,1.199
2009 SJ2,7.679,1.280,1.219,23.7,2.528
1999 BL33,7.679,1.280,1.219,21.9,2.702
2009 DM1,7.680,1.280,1.219,17.1,2.894
2003 RM10,7.681,1.280,1.219,20.2,1.846
2007 LQ19,7.681,1.280,1.219,17.1,2.607
1997 EN23,7.681,1.280,1.219,22.8,3.274
2011 LJ1,7.682,1.280,1.219,19.3,2.408
2001 WJ15,7.683,1.280,1.219,23.6,1.484
2003 AL73,7.684,1.281,1.220,19.2,2.543
2011 AV55,7.684,1.281,1.220,23.5,2.409
2002 AO7,7.685,1.281,1.220,18.3,2.913
2012 FU23,7.686,1.281,1.220,27.6,1.505
2012 SA3,7.686,1.281,1.220,22.4,1.953
2012 VK6,7.688,1.281,1.220,20.1,2.303
2013 AG76,7.688,1.281,1.220,20.3,2.349
2011 FT29,7.688,1.281,1.220,25.2,1.764
2009 KK,7.688,1.281,1.220,20.5,1.502
2012 FX13,7.688,1.281,1.220,25.2,1.045
2008 VG14,7.689,1.281,1.220,20.3,2.812
2004 PM2,7.689,1.282,1.221,19.3,2.573
2010 SK13,7.690,1.282,1.221,27.4,2.453
2009 KD3,7.691,1.282,1.221,21.4,2.197
2002 EH1,7.692,1.282,1.221,19.6,2.244
2005 CM7,7.692,1.282,1.221,26.2,1.710
1998 XC9,7.692,1.282,1.221,18.1,2.748
2012 MB7,7.692,1.282,1.221,22.2,1.261
1999 LS7,7.693,1.282,1.221,20.8,1.010
2000 FK10,7.693,1.282,1.221,19.2,1.359
2003 CO20,7.693,1.282,1.221,23.1,2.157
2009 WQ25,7.694,1.282,1.221,23.9,2.401
2012 DF31,7.694,1.282,1.221,24.4,1.107
2000 AE6,7.694,1.282,1.221,17.5,2.716
2010 AE40,7.695,1.282,1.221,23.9,1.866
2010 RO82,7.695,1.283,1.221,16.8,2.507
2010 TF54,7.695,1.283,1.221,19.7,3.283
2005 AD3,7.696,1.283,1.222,17.2,2.403
2002 GQ5,7.698,1.283,1.222,20.7,1.154
2005 VJ1,7.699,1.283,1.222,19.9,2.641
2005 CK,7.700,1.283,1.222,26.0,1.102
2002 JW15,7.700,1.283,1.222,20.1,0.899
2009 SB15,7.702,1.284,1.222,20.6,2.047
2005 BU1,7.702,1.284,1.222,23.8,1.467
2005 TN,7.703,1.284,1.223,22.4,1.765
2001 VG75,7.703,1.284,1.223,18.1,1.519
2007 DZ40,7.703,1.284,1.223,18.4,2.839
2008 JQ14,7.704,1.284,1.223,19.1,2.461
2008 DT22,7.704,1.284,1.223,23.5,1.755
2001 HW15,7.705,1.284,1.223,20.3,1.525
2006 SU114,7.706,1.284,1.223,18.6,3.176
2005 XL4,7.707,1.284,1.223,22.8,2.846
2006 KY112,7.707,1.285,1.223,21.3,1.437
2004 WC1,7.708,1.285,1.224,26.1,0.857
2005 GE59,7.709,1.285,1.224,18.1,2.110
2006 LD1,7.709,1.285,1.224,20.9,2.334
1999 VM40,7.710,1.285,1.224,14.6,2.310
2010 WV8,7.711,1.285,1.224,21.9,2.129
1995 FF,7.712,1.285,1.224,26.5,2.318
2000 YH4,7.712,1.285,1.224,18.6,1.490
2010 NM,7.713,1.285,1.224,24.5,0.972
2011 BR15,7.715,1.286,1.225,19.8,0.874
2007 VJ189,7.715,1.286,1.225,25.7,1.124
2008 FB,7.715,1.286,1.225,23.3,1.972
2011 EP51,7.716,1.286,1.225,24.8,0.828
2010 XR,7.717,1.286,1.225,26.9,1.921
2002 JE9,7.719,1.287,1.225,21.2,1.068
2009 SM98,7.720,1.287,1.225,22.3,2.434
2005 BL1,7.721,1.287,1.225,24.6,1.511
1999 DB2,7.721,1.287,1.226,19.1,3.034
2007 OX,7.722,1.287,1.226,21.1,1.505
2009 WN105,7.722,1.287,1.226,22.4,2.608
2008 AN33,7.722,1.287,1.226,19.0,2.574
1998 CS1,7.722,1.287,1.226,17.6,1.491
2003 UX5,7.724,1.287,1.226,20.3,1.441
1992 AC,7.725,1.287,1.226,14.6,2.103
2006 OG15,7.725,1.287,1.226,19.8,2.547
1999 TO13,7.725,1.287,1.226,21.4,1.588
1997 NJ6,7.726,1.288,1.226,19.0,1.500
2012 FH38,7.727,1.288,1.226,21.7,1.548
2001 VF75,7.727,1.288,1.226,21.7,2.060
1998 SC15,7.728,1.288,1.227,19.2,1.273
2007 XJ20,7.729,1.288,1.227,18.5,1.694
2006 BP6,7.729,1.288,1.227,20.7,2.396
2010 RG42,7.729,1.288,1.227,21.4,1.241
2009 TK,7.729,1.288,1.227,22.3,1.309
2006 JP,7.729,1.288,1.227,23.6,1.700
2002 AY3,7.730,1.288,1.227,20.7,1.670
2012 KU42,7.731,1.289,1.227,17.7,2.201
2010 KV39,7.732,1.289,1.227,26.8,0.958
2005 YW93,7.732,1.289,1.227,19.4,2.638
2001 TA2,7.733,1.289,1.228,22.0,1.770
2010 LA64,7.734,1.289,1.228,23.4,1.247
2008 CD119,7.735,1.289,1.228,25.5,1.006
2010 LF64,7.735,1.289,1.228,21.6,1.344
2006 CW9,7.736,1.289,1.228,24.4,1.304
2012 JV11,7.737,1.289,1.228,24.0,1.999
2006 OF5,7.737,1.289,1.228,19.3,2.750
2003 HT42,7.737,1.289,1.228,24.8,0.815
2009 LE,7.737,1.290,1.228,23.6,1.304
2006 QM111,7.738,1.290,1.228,27.6,2.598
2000 RE52,7.738,1.290,1.228,22.3,1.155
2006 KD40,7.739,1.290,1.228,18.6,2.018
2006 FV33,7.740,1.290,1.229,20.0,2.217
2009 UY87,7.742,1.290,1.229,19.3,2.132
2003 GH21,7.742,1.290,1.229,21.4,1.483
2005 RD1,7.742,1.290,1.229,18.4,2.637
2004 AS1,7.743,1.290,1.229,20.5,1.070
2009 WD54,7.743,1.290,1.229,28.5,0.818
1998 FW4,7.743,1.291,1.229,19.7,2.514
2012 TS,7.744,1.291,1.229,20.8,0.991
2007 TN74,7.744,1.291,1.229,25.6,0.896
2006 WV1,7.745,1.291,1.229,25.9,0.828
2004 QB,7.746,1.291,1.229,19.8,2.108
2002 TR69,7.746,1.291,1.229,17.1,1.660
2006 WO1,7.746,1.291,1.229,18.8,2.761
2003 OB4,7.746,1.291,1.230,19.3,2.908
2008 AJ33,7.746,1.291,1.230,20.0,3.279
2012 HH20,7.747,1.291,1.230,24.4,1.035
2003 QY29,7.747,1.291,1.230,22.3,2.633
2011 UH169,7.748,1.291,1.230,21.3,2.693
2010 XJ,7.748,1.291,1.230,19.7,2.352
2004 NL8,7.751,1.292,1.230,17.1,2.564
2011 WF32,7.751,1.292,1.230,22.4,2.739
2012 UC,7.752,1.292,1.230,25.0,0.930
2011 UT63,7.752,1.292,1.231,24.8,1.433
2008 SP7,7.752,1.292,1.231,18.9,2.744
2012 HQ,7.753,1.292,1.231,25.0,2.058
2003 XK,7.754,1.292,1.231,25.9,2.333
2010 UK8,7.754,1.292,1.231,20.0,2.184
2000 LF3,7.754,1.292,1.231,21.6,2.581
2004 FX1,7.756,1.293,1.231,25.3,1.134
2010 VB72,7.756,1.293,1.231,20.8,1.217
2009 JR2,7.757,1.293,1.231,22.7,1.256
2011 ED78,7.757,1.293,1.231,18.3,3.263
2010 XH3,7.760,1.293,1.232,23.7,1.166
2002 GM9,7.760,1.293,1.232,18.5,1.865
2004 TQ13,7.760,1.293,1.232,18.3,2.674
2006 SO78,7.761,1.294,1.232,18.9,1.880
2006 KK89,7.763,1.294,1.232,22.5,1.027
2008 NU,7.763,1.294,1.232,17.5,2.733
2009 QL2,7.763,1.294,1.232,20.9,2.611
2000 WP148,7.764,1.294,1.232,19.4,1.318
2006 SV134,7.765,1.294,1.233,18.7,1.867
2004 QD14,7.765,1.294,1.233,20.6,0.943
2009 NL,7.767,1.295,1.233,19.8,2.821
2011 YH28,7.768,1.295,1.233,20.4,2.625
2009 BP5,7.768,1.295,1.233,22.7,2.123
2010 XB,7.769,1.295,1.233,29.6,1.793
2008 CJ70,7.771,1.295,1.233,21.4,1.406
1999 TC10,7.772,1.295,1.234,18.6,2.326
2005 JU81,7.773,1.296,1.234,21.7,1.117
2009 TG8,7.775,1.296,1.234,19.1,1.812
2008 BX2,7.775,1.296,1.234,23.7,0.857
2011 BV11,7.776,1.296,1.234,23.5,1.985
2012 XL55,7.777,1.296,1.234,27.0,1.730
2011 JL,7.777,1.296,1.234,22.0,2.702
1937 UB,7.777,1.296,1.234,17.5,1.655
1982 BB,7.778,1.296,1.235,15.4,1.404
2012 HN40,7.778,1.296,1.235,20.4,2.707
2006 OX4,7.779,1.296,1.235,21.1,1.605
2012 TS5,7.780,1.297,1.235,21.9,1.414
2011 BX11,7.781,1.297,1.235,22.7,2.512
2013 BP18,7.781,1.297,1.235,22.8,1.246
2009 HC21,7.782,1.297,1.235,22.2,1.168
2009 TA1,7.782,1.297,1.235,20.1,2.290
2002 DJ5,7.782,1.297,1.235,19.8,1.400
1999 RR28,7.782,1.297,1.235,18.4,1.879
2012 XE17,7.783,1.297,1.235,20.1,2.500
2013 CW129,7.784,1.297,1.235,27.9,1.192
2003 EH16,7.785,1.298,1.236,20.5,2.342
2000 CP101,7.787,1.298,1.236,19.9,1.775
2008 TN26,7.787,1.298,1.236,20.2,1.824
2003 UO25,7.787,1.298,1.236,22.6,1.016
2011 LC19,7.788,1.298,1.236,18.9,3.206
2013 FA8,7.788,1.298,1.236,21.0,1.929
2008 CM20,7.789,1.298,1.236,21.4,1.306
2012 XJ16,7.789,1.298,1.236,23.7,1.010
2011 EE17,7.789,1.298,1.236,22.6,1.136
1997 SE5,7.790,1.298,1.236,14.7,3.718
2012 ST9,7.791,1.298,1.237,19.7,1.961
2008 WL60,7.792,1.299,1.237,18.0,2.410
2001 GR2,7.792,1.299,1.237,21.6,1.862
2010 EG21,7.793,1.299,1.237,24.4,0.844
2005 YS8,7.793,1.299,1.237,20.0,1.696
2007 OV,7.793,1.299,1.237,19.3,2.476
2000 RN12,7.793,1.299,1.237,20.0,2.289
2002 LT38,7.796,1.299,1.237,20.3,0.845
2007 TR68,7.797,1.299,1.238,25.9,0.875
2010 TF,7.797,1.299,1.238,25.6,1.432
2013 EK89,7.797,1.300,1.238,21.6,2.987
2003 SJ170,7.798,1.300,1.238,19.6,2.580
2006 GA,7.799,1.300,1.238,21.5,2.456
1998 SS49,7.801,1.300,1.238,15.7,1.924
2003 YO1,7.802,1.300,1.238,19.4,1.158
2008 EO6,7.802,1.300,1.238,19.6,1.903
2005 FC,7.803,1.300,1.239,24.5,0.918
2009 YG,7.804,1.301,1.239,18.4,2.147
2012 JP4,7.805,1.301,1.239,25.0,1.737
2009 FY29,7.805,1.301,1.239,20.0,1.690
2000 AG205,7.807,1.301,1.239,19.6,2.290
2008 CH70,7.807,1.301,1.239,24.4,0.853
2012 YJ7,7.807,1.301,1.239,22.4,1.618
1981 ET3,7.808,1.301,1.239,14.1,1.769
2005 NG56,7.809,1.301,1.239,22.4,2.809
2003 OR14,7.809,1.302,1.240,16.4,2.517
1990 SB,7.810,1.302,1.240,13.8,2.394
2009 WL6,7.811,1.302,1.240,20.2,2.729
2012 XF112,7.811,1.302,1.240,20.0,3.206
2006 BM55,7.811,1.302,1.240,23.0,2.592
2006 UA17,7.812,1.302,1.240,23.8,1.378
2011 BE38,7.812,1.302,1.240,18.4,2.620
2003 RL10,7.813,1.302,1.240,19.4,2.449
2002 WP,7.816,1.303,1.241,18.3,1.450
2006 SV189,7.816,1.303,1.241,19.7,1.893
2012 LD13,7.816,1.303,1.241,22.0,2.423
2011 OE26,7.816,1.303,1.241,23.1,3.124
2010 TM167,7.817,1.303,1.241,21.2,1.160
2009 DC43,7.817,1.303,1.241,18.0,1.801
2012 FS52,7.819,1.303,1.241,24.9,1.367
2008 DK5,7.819,1.303,1.241,21.5,1.555
2010 MZ1,7.821,1.303,1.241,25.6,1.492
2004 LD2,7.821,1.303,1.241,21.2,2.844
2011 BB19,7.821,1.304,1.241,21.7,1.813
2006 FC35,7.821,1.304,1.241,21.1,1.721
2004 JN13,7.821,1.304,1.241,15.0,2.871
2012 VM76,7.821,1.304,1.241,22.5,2.690
2009 HM82,7.821,1.304,1.242,22.6,1.261
2013 GV79,7.823,1.304,1.242,23.4,1.359
2006 QA31,7.823,1.304,1.242,20.0,1.198
2012 RG3,7.825,1.304,1.242,17.9,1.575
2007 TR24,7.828,1.305,1.243,20.5,1.873
2004 GB2,7.829,1.305,1.243,21.0,2.118
1998 MZ,7.830,1.305,1.243,19.3,1.347
2010 HZ104,7.831,1.305,1.243,22.5,2.251
2008 WJ14,7.832,1.305,1.243,26.3,3.867
2001 CL42,7.832,1.305,1.243,17.2,1.557
2004 FC18,7.832,1.305,1.243,24.4,1.896
2010 SF,7.833,1.306,1.243,25.4,0.838
2003 UQ3,7.834,1.306,1.243,19.6,2.623
2011 UC64,7.834,1.306,1.243,27.9,1.071
2010 GH30,7.835,1.306,1.244,20.9,1.699
1987 SY,7.835,1.306,1.244,17.1,1.442
2001 MT18,7.836,1.306,1.244,18.2,1.271
2008 SW1,7.836,1.306,1.244,21.9,2.478
2012 BQ123,7.837,1.306,1.244,24.7,2.039
2000 WM107,7.837,1.306,1.244,18.8,2.543
1998 WP5,7.838,1.306,1.244,18.9,1.374
2010 XP56,7.839,1.306,1.244,23.3,1.477
2002 XM90,7.840,1.307,1.244,17.9,1.791
2006 SR78,7.841,1.307,1.245,20.2,2.161
2008 CZ21,7.842,1.307,1.245,20.2,1.432
2001 SJ262,7.842,1.307,1.245,19.9,2.944
1994 AH2,7.843,1.307,1.245,15.8,2.537
2007 VH189,7.845,1.308,1.245,23.2,2.728
2011 EP40,7.846,1.308,1.245,21.0,1.080
2003 HS42,7.847,1.308,1.246,20.2,1.459
2012 XH133,7.847,1.308,1.246,24.6,1.103
2007 YF1,7.847,1.308,1.246,18.7,2.584
2005 RB,7.848,1.308,1.246,20.2,2.194
2004 TN20,7.848,1.308,1.246,24.9,0.946
2011 EZ78,7.848,1.308,1.246,17.2,2.399
2001 VJ75,7.849,1.308,1.246,19.8,2.678
2002 JD9,7.850,1.308,1.246,22.7,1.058
2008 EE9,7.850,1.308,1.246,22.3,1.325
2012 QJ14,7.851,1.309,1.246,23.2,2.463
2012 TC43,7.852,1.309,1.246,22.2,3.769
2003 UT55,7.853,1.309,1.246,26.8,0.980
2002 AF29,7.854,1.309,1.247,19.2,3.258
2005 WN3,7.854,1.309,1.247,29.9,2.669
2011 SZ15,7.854,1.309,1.247,21.5,2.739
2003 SD220,7.855,1.309,1.247,16.9,0.828
2009 MX,7.855,1.309,1.247,23.0,1.641
1999 VX15,7.856,1.309,1.247,18.8,2.997
2010 EX119,7.857,1.309,1.247,19.5,1.903
2004 OT11,7.857,1.310,1.247,17.2,2.151
2008 EE,7.857,1.310,1.247,19.8,0.981
2008 CK70,7.860,1.310,1.248,25.4,1.102
1999 VU,7.860,1.310,1.248,16.8,1.387
2013 EC,7.860,1.310,1.248,27.8,2.162
2009 FJ1,7.860,1.310,1.248,23.1,1.138
2012 UB34,7.861,1.310,1.248,20.2,2.629
2001 LB,7.863,1.310,1.248,21.1,1.236
2008 TJ157,7.863,1.310,1.248,21.0,2.762
2009 SU171,7.864,1.311,1.248,23.5,1.218
2003 MD7,7.864,1.311,1.248,20.2,1.467
2012 XJ134,7.864,1.311,1.248,21.5,2.569
2006 YM,7.865,1.311,1.248,24.4,0.898
2009 CC2,7.866,1.311,1.249,27.8,1.889
2012 SU9,7.867,1.311,1.249,27.2,0.930
2006 OV5,7.868,1.311,1.249,19.3,2.698
2004 TA1,7.868,1.311,1.249,23.1,0.908
1994 ES1,7.871,1.312,1.249,28.5,1.400
2011 WR2,7.873,1.312,1.250,25.3,1.083
2007 GF,7.874,1.312,1.250,21.0,1.301
2004 JO12,7.875,1.313,1.250,23.8,1.387
2012 TX284,7.876,1.313,1.250,20.8,1.728
2006 VB3,7.877,1.313,1.250,21.2,2.834
1991 GO,7.879,1.313,1.251,19.9,1.926
2011 BZ18,7.879,1.313,1.251,21.8,3.026
2007 NQ,7.879,1.313,1.251,19.4,2.209
2000 EV70,7.880,1.313,1.251,20.5,1.207
2013 CP35,7.882,1.314,1.251,18.2,2.771
2007 EH26,7.882,1.314,1.251,24.2,1.920
2010 UW7,7.884,1.314,1.251,24.0,2.596
2009 AM,7.885,1.314,1.252,21.4,3.001
2002 JM97,7.885,1.314,1.252,16.5,2.732
2011 QV37,7.886,1.314,1.252,24.2,2.576
2005 GM22,7.886,1.314,1.252,22.9,1.961
2008 SV11,7.886,1.314,1.252,18.4,2.618
2001 KP41,7.887,1.314,1.252,15.3,2.865
2012 PQ28,7.888,1.315,1.252,18.4,2.190
2009 KM7,7.888,1.315,1.252,17.8,2.240
2012 FP52,7.889,1.315,1.252,24.6,1.140
2000 CN33,7.890,1.315,1.252,19.2,2.603
2002 RN38,7.890,1.315,1.252,16.9,3.817
2011 SA121,7.890,1.315,1.252,24.9,1.454
2006 WX1,7.891,1.315,1.253,19.6,0.917
2005 SF,7.891,1.315,1.253,19.0,1.952
2005 XX4,7.893,1.315,1.253,24.3,1.751
2005 WY55,7.895,1.316,1.253,20.7,2.488
2011 UF21,7.895,1.316,1.253,19.7,1.519
2000 WY28,7.896,1.316,1.253,20.3,1.638
2008 GF,7.896,1.316,1.253,20.7,1.500
2012 DF61,7.897,1.316,1.253,20.5,1.149
2010 LF86,7.897,1.316,1.253,17.3,2.407
2011 SS67,7.897,1.316,1.254,22.2,2.961
2000 DK8,7.897,1.316,1.254,19.3,2.529
2008 EM68,7.898,1.316,1.254,27.5,1.747
1994 GY,7.898,1.316,1.254,17.1,2.686
2003 GR22,7.898,1.316,1.254,22.5,1.576
2010 GZ5,7.898,1.316,1.254,22.8,1.446
1996 JG,7.899,1.317,1.254,19.5,1.802
2006 JY25,7.901,1.317,1.254,20.3,1.126
1999 VO11,7.902,1.317,1.254,18.6,2.251
2008 EH1,7.903,1.317,1.255,23.1,1.402
2009 JG1,7.906,1.318,1.255,20.8,1.877
1988 VN4,7.907,1.318,1.255,17.2,1.812
2010 DJ1,7.908,1.318,1.255,26.9,2.241
2003 YW1,7.909,1.318,1.255,22.5,1.665
2013 BQ45,7.909,1.318,1.255,18.4,2.348
1998 SL36,7.910,1.318,1.256,20.3,1.394
2012 DG4,7.911,1.318,1.256,18.0,3.172
2004 HF12,7.912,1.319,1.256,20.5,2.134
2011 QZ13,7.912,1.319,1.256,20.2,1.989
2011 HJ61,7.913,1.319,1.256,19.2,1.482
2001 RV17,7.914,1.319,1.256,20.2,0.914
2011 EE51,7.915,1.319,1.256,24.3,1.584
2012 FN62,7.915,1.319,1.256,17.7,3.250
2011 EL11,7.916,1.319,1.256,19.8,1.996
2002 EM7,7.916,1.319,1.256,24.4,0.921
2002 DH2,7.917,1.320,1.257,20.3,2.052
2001 DR8,7.919,1.320,1.257,18.9,1.925
2008 BC15,7.919,1.320,1.257,26.6,2.168
2004 MB6,7.920,1.320,1.257,19.5,2.572
2000 BO19,7.920,1.320,1.257,24.6,1.199
2013 BO27,7.921,1.320,1.257,24.0,1.160
2011 BA,7.921,1.320,1.257,20.1,1.852
2005 UO5,7.921,1.320,1.257,20.4,1.161
1993 BW3,7.924,1.321,1.258,14.8,2.148
2004 RX10,7.925,1.321,1.258,21.3,0.920
2006 UR217,7.926,1.321,1.258,19.8,2.738
1983 RB,7.927,1.321,1.258,15.5,2.221
1948 EA,7.927,1.321,1.258,15.5,2.259
2012 JS17,7.927,1.321,1.258,21.0,1.217
2000 JY8,7.927,1.321,1.258,17.0,2.784
2009 VP,7.928,1.321,1.258,22.7,1.373
2009 NJ,7.929,1.321,1.259,18.6,1.870
2006 BN55,7.930,1.322,1.259,19.8,1.871
2006 XG1,7.930,1.322,1.259,18.5,2.462
2012 VE26,7.931,1.322,1.259,28.4,1.597
1999 XL136,7.931,1.322,1.259,19.6,1.818
2005 WO3,7.931,1.322,1.259,23.5,1.575
1947 XC,7.933,1.322,1.259,15.2,2.172
2012 UT136,7.933,1.322,1.259,21.1,1.424
2006 QQ23,7.934,1.322,1.259,20.0,0.804
2009 SH,7.935,1.322,1.260,24.1,2.466
2005 UU3,7.935,1.322,1.260,22.0,1.283
2010 JL33,7.938,1.323,1.260,17.7,2.661
2005 GX110,7.939,1.323,1.260,24.3,1.585
2003 YM1,7.939,1.323,1.260,18.3,2.618
2013 BN18,7.941,1.323,1.260,24.6,1.044
2007 WT3,7.941,1.324,1.260,24.2,2.356
2006 TB7,7.942,1.324,1.261,23.7,1.251
2001 XR31,7.943,1.324,1.261,16.5,1.707
2007 YV56,7.943,1.324,1.261,21.0,1.576
2011 GE2,7.944,1.324,1.261,20.1,1.399
1998 XR16,7.948,1.325,1.262,18.5,2.277
2007 XT23,7.949,1.325,1.262,22.6,2.806
2007 HG44,7.950,1.325,1.262,19.2,2.470
2012 MZ6,7.951,1.325,1.262,21.5,2.143
2007 LV,7.952,1.325,1.262,18.1,1.763
2007 BB49,7.952,1.325,1.262,19.6,2.178
2006 KE,7.954,1.326,1.262,19.4,2.188
2003 EW59,7.954,1.326,1.263,23.3,1.891
2008 JC,7.956,1.326,1.263,26.5,1.045
2002 GM5,7.958,1.326,1.263,21.5,2.114
2006 KZ37,7.958,1.326,1.263,19.1,1.285
2011 KQ19,7.959,1.326,1.263,21.8,1.712
2010 GJ30,7.959,1.327,1.263,24.6,1.491
2011 AH3,7.962,1.327,1.264,19.6,2.207
2009 WH104,7.963,1.327,1.264,21.1,2.587
2005 QE30,7.964,1.327,1.264,17.2,2.018
2006 DQ62,7.964,1.327,1.264,19.6,2.112
2001 TC45,7.965,1.327,1.264,19.2,2.219
2001 RX11,7.965,1.328,1.264,17.7,2.765
1998 SJ70,7.966,1.328,1.264,18.3,2.240
2008 OO,7.967,1.328,1.265,19.7,2.106
2013 GW68,7.967,1.328,1.265,22.0,1.038
2007 RA9,7.967,1.328,1.265,19.8,2.676
2008 UU5,7.968,1.328,1.265,23.3,2.482
2009 SM103,7.969,1.328,1.265,16.8,2.835
2000 EK26,7.971,1.328,1.265,18.0,2.407
2011 JW10,7.974,1.329,1.266,23.1,1.305
2008 KB6,7.974,1.329,1.266,24.3,1.667
2004 SB1,7.975,1.329,1.266,20.5,1.180
2005 GQ33,7.977,1.329,1.266,23.7,2.343
2012 EZ11,7.977,1.330,1.266,21.4,1.439
2007 DM41,7.978,1.330,1.266,21.9,1.182
2000 GT127,7.978,1.330,1.266,22.6,2.435
2007 QE3,7.979,1.330,1.267,19.9,2.438
2006 TT7,7.981,1.330,1.267,19.5,2.856
2008 UD,7.982,1.330,1.267,24.9,1.020
2011 EJ,7.982,1.330,1.267,22.7,2.230
2009 EZ,7.982,1.330,1.267,20.5,2.331
2012 AY,7.983,1.330,1.267,22.4,1.227
2003 YG136,7.983,1.330,1.267,25.3,0.969
2001 PJ9,7.983,1.331,1.267,18.4,1.799
2007 YB2,7.984,1.331,1.267,18.4,3.088
1998 KH9,7.984,1.331,1.267,18.5,2.206
2010 GY6,7.986,1.331,1.268,19.3,1.286
2008 YF,7.986,1.331,1.268,20.9,1.628
2013 CU129,7.988,1.331,1.268,17.4,2.879
2009 WD11,7.988,1.331,1.268,22.0,1.066
2000 ST20,7.988,1.331,1.268,19.1,1.875
2005 GL,7.989,1.332,1.268,21.2,1.056
2005 CA,7.990,1.332,1.268,15.5,2.728
2009 EM1,7.991,1.332,1.268,22.9,2.520
2009 BE2,7.992,1.332,1.269,18.9,1.559
2007 MQ,7.994,1.332,1.269,23.6,2.462
2009 WY51,7.996,1.333,1.269,21.8,2.628
2002 GD10,7.996,1.333,1.269,22.6,1.217
2005 WQ3,7.996,1.333,1.269,24.3,1.744
2006 WX29,7.998,1.333,1.269,27.8,2.338
2003 DC14,7.998,1.333,1.270,16.6,2.879
2010 FY80,7.998,1.333,1.270,19.7,2.694
2010 CD19,7.999,1.333,1.270,18.0,2.258
2009 FT4,8.001,1.334,1.270,20.7,2.673
5025 P-L,8.002,1.334,1.270,15.7,2.532
2008 JF,8.004,1.334,1.271,18.0,1.907
2012 JQ4,8.004,1.334,1.271,21.9,2.433
2005 VE7,8.005,1.334,1.271,18.4,2.333
2009 BD77,8.005,1.334,1.271,20.4,1.055
2013 GE84,8.006,1.334,1.271,19.6,1.885
2004 DM44,8.007,1.334,1.271,20.7,2.478
1987 OA,8.007,1.335,1.271,17.9,1.496
2000 GB147,8.007,1.335,1.271,18.6,1.798
2010 CL1,8.009,1.335,1.271,19.5,1.797
2007 XT3,8.010,1.335,1.271,21.5,2.266
2009 HJ21,8.010,1.335,1.271,27.5,1.623
2010 NA,8.011,1.335,1.272,20.5,1.701
2009 KR4,8.013,1.336,1.272,25.0,0.844
2008 RS24,8.014,1.336,1.272,22.6,2.092
2005 BY1,8.015,1.336,1.272,18.1,3.155
2006 UN216,8.015,1.336,1.272,18.9,3.207
2003 YL118,8.016,1.336,1.272,21.6,1.130
1993 BW2,8.018,1.336,1.273,17.2,1.335
2013 BP27,8.019,1.336,1.273,25.3,1.919
2004 GE2,8.020,1.337,1.273,21.5,2.040
2008 CL72,8.021,1.337,1.273,19.9,2.274
2008 SR1,8.023,1.337,1.273,20.3,2.378
2005 UC1,8.023,1.337,1.274,21.8,1.468
2001 KD55,8.024,1.337,1.274,20.6,3.346
2002 WY12,8.025,1.337,1.274,19.5,1.970
2004 RM251,8.025,1.337,1.274,17.7,2.611
